id,symbol,seqnames,strand,TSS,type
ENSMUSG00000064433.1,Gm25586,chr1,-,29280964,misc_RNA
ENSMUSG00000080625.1,Gm22679,chr1,+,29301480,miRNA
ENSMUSG00000080391.1,Gm23785,chr1,-,29361275,miRNA
ENSMUSG00000099257.1,Mir6342,chr1,+,29421488,miRNA
ENSMUSG00000099492.1,Gm5525,chr1,-,29484604,processed_pseudogene
ENSMUSG00000101726.1,Gm7858,chr1,+,29930094,processed_pseudogene
ENSMUSG00000096829.1,Gm23771,chr1,+,29985934,miRNA
ENSMUSG00000098883.1,Gm27430,chr1,-,30333291,miRNA
ENSMUSG00000053185.2,Gm9898,chr1,-,30718560,lincRNA
ENSMUSG00000100261.1,Gm6473,chr1,+,30769687,unprocessed_pseudogene
ENSMUSG00000101180.1,Gm2914,chr1,-,30794548,processed_pseudogene
ENSMUSG00000048874.15,Phf3,chr1,-,30802339,protein_coding
ENSMUSG00000103783.1,Gm37522,chr1,-,30833548,TEC
ENSMUSG00000104315.1,Gm37906,chr1,-,30865504,TEC
ENSMUSG00000026064.16,Ptp4a1,chr1,-,30940302,protein_coding
ENSMUSG00000117310.1,Ptp4a1,chr1,-,30940302,protein_coding
ENSMUSG00000117091.1,AC153137.1,chr1,-,30977243,protein_coding
ENSMUSG00000086726.3,Gm9458,chr1,-,30986225,processed_pseudogene
ENSMUSG00000086727.8,4931428L18Rik,chr1,-,30997842,protein_coding
ENSMUSG00000100237.1,Gm28644,chr1,+,31041919,lincRNA
ENSMUSG00000098529.1,Gm27362,chr1,-,31122725,rRNA
ENSMUSG00000100910.1,Gm29128,chr1,+,31136026,antisense
ENSMUSG00000099796.1,Gm7893,chr1,+,31164549,processed_pseudogene
ENSMUSG00000050217.13,Lgsn,chr1,+,31176401,protein_coding
ENSMUSG00000026063.4,Pih1d3,chr1,+,31222838,protein_coding
ENSMUSG00000077664.1,Gm26145,chr1,-,31259593,snoRNA
ENSMUSG00000100205.1,Gm4850,chr1,+,31267326,processed_pseudogene
ENSMUSG00000100592.1,Gm28645,chr1,+,31274892,processed_pseudogene
ENSMUSG00000094215.2,Gm6489,chr1,+,31286945,processed_pseudogene
ENSMUSG00000101093.1,Gm10307,chr1,+,31559540,processed_pseudogene
ENSMUSG00000070960.4,Gm19680,chr1,+,31615149,processed_pseudogene
ENSMUSG00000088620.1,Gm23032,chr1,-,31656632,snRNA
ENSMUSG00000082159.2,Gm7910,chr1,+,31736057,processed_pseudogene
ENSMUSG00000026058.11,Khdrbs2,chr1,+,32172714,protein_coding
ENSMUSG00000064688.1,Gm25814,chr1,-,32213133,snRNA
ENSMUSG00000103482.1,Gm37999,chr1,+,32473757,TEC
ENSMUSG00000104498.1,Gm37110,chr1,+,32485315,TEC
ENSMUSG00000104313.1,Gm37911,chr1,+,32496444,TEC
ENSMUSG00000102865.1,Gm9839,chr1,-,32519563,TEC
ENSMUSG00000102321.1,Gm37792,chr1,+,32539028,TEC
ENSMUSG00000091318.2,Gm5415,chr1,-,32543686,protein_coding
ENSMUSG00000089489.1,Gm24732,chr1,-,32568359,snRNA
ENSMUSG00000104433.1,Gm37426,chr1,+,32710179,TEC
ENSMUSG00000089395.1,Gm23024,chr1,+,32726639,misc_RNA
ENSMUSG00000102926.1,Gm37151,chr1,-,32967484,TEC
ENSMUSG00000100497.1,Gm28624,chr1,-,33028160,processed_pseudogene
ENSMUSG00000102917.1,Gm37724,chr1,+,33065130,lincRNA
ENSMUSG00000100481.1,Gm7114,chr1,+,33100907,processed_pseudogene
ENSMUSG00000100590.1,Gm4785,chr1,-,33108905,processed_pseudogene
ENSMUSG00000088750.1,Gm24901,chr1,+,33191993,snRNA
ENSMUSG00000104230.1,Gm37591,chr1,-,33212774,lincRNA
ENSMUSG00000101754.2,Gm2987,chr1,+,33235939,processed_pseudogene
ENSMUSG00000065223.1,Gm25792,chr1,+,33293676,snRNA
ENSMUSG00000100318.2,Gm18799,chr1,-,33315670,processed_pseudogene
ENSMUSG00000101612.2,Gm7933,chr1,+,33371331,processed_pseudogene
ENSMUSG00000065260.1,Gm23453,chr1,+,33422733,snRNA
ENSMUSG00000026134.11,Prim2,chr1,-,33453810,protein_coding
ENSMUSG00000101682.1,Gm29228,chr1,+,33482101,processed_pseudogene
ENSMUSG00000102714.1,Gm37618,chr1,-,33613758,TEC
ENSMUSG00000102093.1,Gm17813,chr1,+,33657781,processed_pseudogene
ENSMUSG00000103746.1,1700001G17Rik,chr1,+,33669824,TEC
ENSMUSG00000102198.1,Gm38173,chr1,-,33671915,TEC
ENSMUSG00000004768.14,Rab23,chr1,+,33719887,protein_coding
ENSMUSG00000042215.8,Bag2,chr1,-,33745484,protein_coding
ENSMUSG00000103072.1,Gm37905,chr1,+,33748007,TEC
ENSMUSG00000042197.13,Zfp451,chr1,-,33761545,protein_coding
ENSMUSG00000081402.4,Gm15455,chr1,-,33836124,processed_pseudogene
ENSMUSG00000042182.16,Bend6,chr1,-,33852052,protein_coding
ENSMUSG00000104416.1,Gm37067,chr1,-,33889490,TEC
ENSMUSG00000026131.18,Dst,chr1,+,33908225,protein_coding
ENSMUSG00000103596.1,Gm37354,chr1,+,33922455,TEC
ENSMUSG00000099382.1,Gm28631,chr1,-,33963352,processed_pseudogene
ENSMUSG00000084506.1,Gm23792,chr1,-,33981410,snRNA
ENSMUSG00000103364.1,Gm38157,chr1,+,34032100,TEC
ENSMUSG00000105982.1,Mir6896,chr1,+,34117359,miRNA
ENSMUSG00000096992.3,Gm26788,chr1,-,34165856,processed_transcript
ENSMUSG00000103001.1,A930005N03Rik,chr1,-,34269882,TEC
ENSMUSG00000104397.1,Gm37958,chr1,-,34329433,lincRNA
ENSMUSG00000102839.1,Gm37385,chr1,+,34350775,TEC
ENSMUSG00000101206.1,Gm5266,chr1,+,34367371,processed_pseudogene
ENSMUSG00000101462.2,Gm3052,chr1,-,34415050,transcribed_processed_pseudogene
ENSMUSG00000102336.1,Gm37233,chr1,-,34427002,lincRNA
ENSMUSG00000092852.1,Mir5103,chr1,-,34433121,miRNA
ENSMUSG00000042111.9,Ccdc115,chr1,-,34436670,protein_coding
ENSMUSG00000101711.1,Gm28306,chr1,-,34439511,antisense
ENSMUSG00000026127.13,Imp4,chr1,+,34439851,protein_coding
ENSMUSG00000026126.15,Ptpn18,chr1,+,34459762,protein_coding
ENSMUSG00000100280.2,Gm28417,chr1,-,34468834,processed_transcript
ENSMUSG00000101223.6,4930568A12Rik,chr1,-,34477167,lincRNA
ENSMUSG00000026125.9,Prss39,chr1,+,34498410,protein_coding
ENSMUSG00000101116.1,Gm28416,chr1,-,34523716,processed_pseudogene
ENSMUSG00000026124.4,Cfc1,chr1,+,34535648,protein_coding
ENSMUSG00000101803.1,Gm28419,chr1,-,34538086,processed_pseudogene
ENSMUSG00000037529.13,Prss40,chr1,-,34543968,protein_coding
ENSMUSG00000045815.4,1700101I19Rik,chr1,-,34579202,antisense
ENSMUSG00000045174.10,Amer3,chr1,+,34579657,protein_coding
ENSMUSG00000100524.1,Gm28418,chr1,-,34607297,processed_pseudogene
ENSMUSG00000102499.1,Gm36984,chr1,-,34610572,processed_pseudogene
ENSMUSG00000103521.1,Gm29730,chr1,-,34610908,processed_pseudogene
ENSMUSG00000104098.1,AA619741,chr1,-,34635544,processed_pseudogene
ENSMUSG00000037509.21,Arhgef4,chr1,+,34678188,protein_coding
ENSMUSG00000102537.1,Gm37224,chr1,+,34752775,processed_pseudogene
ENSMUSG00000102612.1,Gm37845,chr1,+,34753123,processed_pseudogene
ENSMUSG00000118272.1,Arhgef4,chr1,+,34801794,protein_coding
ENSMUSG00000104002.2,Gm38336,chr1,-,34809360,antisense
ENSMUSG00000037503.12,Fam168b,chr1,-,34813219,protein_coding
ENSMUSG00000104358.1,Gm37127,chr1,+,34823525,TEC
ENSMUSG00000026123.11,Plekhb2,chr1,+,34849976,protein_coding
ENSMUSG00000103716.1,Gm19430,chr1,+,34928509,processed_pseudogene
ENSMUSG00000103548.1,Gm37670,chr1,-,34969627,processed_pseudogene
ENSMUSG00000103760.1,Gm8009,chr1,+,34970065,processed_pseudogene
ENSMUSG00000103997.1,Gm38027,chr1,+,34985656,processed_pseudogene
ENSMUSG00000077231.1,Gm25096,chr1,-,35178956,snoRNA
ENSMUSG00000104417.1,Gm37068,chr1,-,35625606,lincRNA
ENSMUSG00000064601.1,Gm25634,chr1,+,35761602,snRNA
ENSMUSG00000101714.1,Gm28415,chr1,+,35806974,lincRNA
ENSMUSG00000102531.1,1110002O04Rik,chr1,+,35879845,lincRNA
ENSMUSG00000103096.1,Gm8022,chr1,+,35958919,processed_pseudogene
ENSMUSG00000102279.1,Gm37146,chr1,-,35981960,lincRNA
ENSMUSG00000103708.1,Gm33222,chr1,-,36002985,lincRNA
ENSMUSG00000104201.1,4930535G08Rik,chr1,+,36011072,lincRNA
ENSMUSG00000102434.1,Gm38049,chr1,-,36029647,TEC
ENSMUSG00000045216.7,Hs6st1,chr1,+,36068400,protein_coding
ENSMUSG00000104523.1,Gm37335,chr1,-,36105384,antisense
ENSMUSG00000102202.1,Gm33280,chr1,+,36132042,lincRNA
ENSMUSG00000037470.14,Uggt1,chr1,-,36140027,protein_coding
ENSMUSG00000098752.1,Mir6897,chr1,-,36144252,miRNA
ENSMUSG00000047180.8,Neurl3,chr1,-,36264597,protein_coding
ENSMUSG00000037447.16,Arid5a,chr1,+,36307733,protein_coding
ENSMUSG00000102762.1,4930403P22Rik,chr1,+,36332708,lincRNA
ENSMUSG00000010453.12,Kansl3,chr1,-,36335730,protein_coding
ENSMUSG00000098680.1,Mir6898,chr1,-,36348682,miRNA
ENSMUSG00000037432.15,Fer1l5,chr1,+,36372291,protein_coding
ENSMUSG00000001143.13,Lman2l,chr1,-,36419871,protein_coding
ENSMUSG00000037408.10,Cnnm4,chr1,+,36471620,protein_coding
ENSMUSG00000104316.1,Gm37909,chr1,+,36473952,TEC
ENSMUSG00000106081.1,Gm47280,chr1,+,36506562,miRNA
ENSMUSG00000001138.13,Cnnm3,chr1,+,36511867,protein_coding
ENSMUSG00000102845.1,Gm38033,chr1,-,36527534,antisense
ENSMUSG00000067653.12,Ankrd23,chr1,-,36530188,protein_coding
ENSMUSG00000109510.1,Gm42417,chr1,-,36530193,protein_coding
ENSMUSG00000079610.9,Ankrd39,chr1,-,36537507,protein_coding
ENSMUSG00000026121.13,Sema4c,chr1,-,36548639,protein_coding
ENSMUSG00000087589.3,D430040D24Rik,chr1,+,36557701,processed_transcript
ENSMUSG00000046337.17,Fam178b,chr1,-,36562692,protein_coding
ENSMUSG00000089906.1,Gm6428,chr1,+,36601802,processed_pseudogene
ENSMUSG00000077939.1,Gm24133,chr1,+,36663965,miRNA
ENSMUSG00000061518.11,Cox5b,chr1,+,36691449,protein_coding
ENSMUSG00000037351.9,Actr1b,chr1,-,36698114,protein_coding
ENSMUSG00000102416.4,4933424G06Rik,chr1,+,36710149,protein_coding
ENSMUSG00000104237.1,Gm33533,chr1,-,36739048,lincRNA
ENSMUSG00000026117.10,Zap70,chr1,+,36761798,protein_coding
ENSMUSG00000097291.1,Gm18828,chr1,-,36764863,transcribed_processed_pseudogene
ENSMUSG00000026116.11,Tmem131,chr1,-,36792191,protein_coding
ENSMUSG00000103016.1,Gm37506,chr1,-,36871903,TEC
ENSMUSG00000102930.1,Gm38115,chr1,-,36913601,sense_intronic
ENSMUSG00000103159.1,F830112A20Rik,chr1,-,36922797,TEC
ENSMUSG00000080054.3,Rpl12-ps1,chr1,-,36957930,processed_pseudogene
ENSMUSG00000095944.1,n-R5s210,chr1,+,37005439,rRNA
ENSMUSG00000050122.18,Vwa3b,chr1,+,37026596,protein_coding
ENSMUSG00000103603.1,Gm37020,chr1,-,37132273,antisense
ENSMUSG00000026114.14,Cnga3,chr1,+,37214434,protein_coding
ENSMUSG00000102231.1,1700074A21Rik,chr1,-,37299352,TEC
ENSMUSG00000026113.17,Inpp4a,chr1,+,37299865,protein_coding
ENSMUSG00000086064.1,4930439A04Rik,chr1,-,37329667,antisense
ENSMUSG00000102879.1,Gm37135,chr1,-,37330971,TEC
ENSMUSG00000026112.7,Coa5,chr1,-,37417084,protein_coding
ENSMUSG00000026111.15,Unc50,chr1,+,37430139,protein_coding
ENSMUSG00000026110.15,Mgat4a,chr1,-,37439340,protein_coding
ENSMUSG00000103948.1,4930594C11Rik,chr1,-,37485851,TEC
ENSMUSG00000087233.1,Gm43213,chr1,-,37487193,processed_pseudogene
ENSMUSG00000026090.16,2010300C02Rik,chr1,-,37611677,protein_coding
ENSMUSG00000089767.1,4930556I23Rik,chr1,+,37614259,antisense
ENSMUSG00000104365.1,4930470B04Rik,chr1,+,37660722,TEC
ENSMUSG00000102650.1,Gm19863,chr1,-,37694447,TEC
ENSMUSG00000060771.14,Tsga10,chr1,-,37754776,protein_coding
ENSMUSG00000097268.1,Gm26805,chr1,+,37865299,antisense
ENSMUSG00000037216.5,Lipt1,chr1,+,37871738,protein_coding
ENSMUSG00000026088.15,Mitd1,chr1,-,37874801,protein_coding
ENSMUSG00000026087.11,Mrpl30,chr1,+,37890477,protein_coding
ENSMUSG00000061584.6,Lyg2,chr1,-,37905923,protein_coding
ENSMUSG00000087374.1,Gm15457,chr1,+,37933596,antisense
ENSMUSG00000026085.11,Lyg1,chr1,-,37946736,protein_coding
ENSMUSG00000089141.1,Gm23409,chr1,+,37973967,misc_RNA
ENSMUSG00000058407.12,Txndc9,chr1,-,37985189,protein_coding
ENSMUSG00000026083.12,Eif5b,chr1,+,37998010,protein_coding
ENSMUSG00000026082.11,Rev1,chr1,-,38052786,protein_coding
ENSMUSG00000103804.1,Gm37062,chr1,-,38076295,sense_intronic
ENSMUSG00000102716.1,Gm5099,chr1,+,38132083,lincRNA
ENSMUSG00000037138.17,Aff3,chr1,-,38177326,protein_coding
ENSMUSG00000085391.1,Gm16150,chr1,+,38235420,antisense
ENSMUSG00000085280.1,Gm16151,chr1,+,38307902,antisense
ENSMUSG00000087131.7,Gm16152,chr1,+,38384949,antisense
ENSMUSG00000102984.1,Gm34727,chr1,+,38487519,processed_pseudogene
ENSMUSG00000102541.1,Gm38135,chr1,+,38722620,processed_pseudogene
ENSMUSG00000103531.1,2610300A13Rik,chr1,+,38767184,TEC
ENSMUSG00000048814.10,Lonrf2,chr1,-,38793645,protein_coding
ENSMUSG00000026080.13,Chst10,chr1,-,38863867,protein_coding
ENSMUSG00000103647.1,Gm37707,chr1,+,38884754,antisense
ENSMUSG00000102447.1,Gm6621,chr1,+,38907945,processed_pseudogene
ENSMUSG00000067604.8,Nms,chr1,+,38939149,protein_coding
ENSMUSG00000026078.10,Pdcl3,chr1,+,38985608,protein_coding
ENSMUSG00000103046.1,Gm37309,chr1,+,38992678,TEC
ENSMUSG00000104188.1,Gm37821,chr1,-,39048648,lincRNA
ENSMUSG00000103182.1,Gm37091,chr1,-,39081252,TEC
ENSMUSG00000098833.1,Mir6349,chr1,-,39186896,miRNA
ENSMUSG00000026077.15,Npas2,chr1,+,39193731,protein_coding
ENSMUSG00000092553.1,Gm20428,chr1,-,39276283,processed_pseudogene
ENSMUSG00000092563.1,Gm3617,chr1,+,39314899,processed_pseudogene
ENSMUSG00000073702.11,Rpl31,chr1,+,39367842,protein_coding
ENSMUSG00000003134.10,Tbc1d8,chr1,-,39371492,protein_coding
ENSMUSG00000102607.1,Gm37265,chr1,-,39419048,TEC
ENSMUSG00000065629.2,Gm24826,chr1,+,39519533,snoRNA
ENSMUSG00000104827.1,Gm24826,chr1,+,39519533,snoRNA
ENSMUSG00000003135.15,Cnot11,chr1,+,39534992,protein_coding
ENSMUSG00000085894.1,Gm15832,chr1,-,39547570,processed_transcript
ENSMUSG00000077704.1,Snord89,chr1,-,39548745,snoRNA
ENSMUSG00000048234.13,Rnf149,chr1,-,39551296,protein_coding
ENSMUSG00000064936.1,Gm23722,chr1,-,39573746,snoRNA
ENSMUSG00000102471.1,Gm5100,chr1,-,39597417,processed_pseudogene
ENSMUSG00000050967.5,Creg2,chr1,-,39618406,protein_coding
ENSMUSG00000097083.1,D930019O06Rik,chr1,+,39650176,antisense
ENSMUSG00000057173.8,Rfx8,chr1,-,39665301,protein_coding
ENSMUSG00000091937.3,Gm3646,chr1,-,39804148,protein_coding
ENSMUSG00000101634.6,1700066B17Rik,chr1,-,39839175,lincRNA
ENSMUSG00000026074.15,Map4k4,chr1,+,39900913,protein_coding
ENSMUSG00000102985.1,4930456G14Rik,chr1,-,40049039,TEC
ENSMUSG00000026073.13,Il1r2,chr1,+,40074079,protein_coding
ENSMUSG00000097899.2,Gm16894,chr1,-,40076228,antisense
ENSMUSG00000102975.1,Gm37347,chr1,+,40088511,TEC
ENSMUSG00000026072.12,Il1r1,chr1,+,40225080,protein_coding
ENSMUSG00000103560.1,Gm38070,chr1,+,40238020,TEC
ENSMUSG00000070942.8,Il1rl2,chr1,+,40324610,protein_coding
ENSMUSG00000103230.1,Gm17970,chr1,+,40353852,processed_pseudogene
ENSMUSG00000026069.15,Il1rl1,chr1,+,40429570,protein_coding
ENSMUSG00000026070.15,Il18r1,chr1,+,40465552,protein_coding
ENSMUSG00000026068.11,Il18rap,chr1,+,40515362,protein_coding
ENSMUSG00000104441.1,Gm35801,chr1,-,40572188,antisense
ENSMUSG00000026065.8,Slc9a4,chr1,+,40580081,protein_coding
ENSMUSG00000102676.1,Gm37435,chr1,-,40582895,TEC
ENSMUSG00000026062.12,Slc9a2,chr1,+,40680574,protein_coding
ENSMUSG00000103679.1,Gm37623,chr1,-,40691442,antisense
ENSMUSG00000103270.1,Gm37915,chr1,+,40771385,antisense
ENSMUSG00000041945.12,Mfsd9,chr1,-,40772038,protein_coding
ENSMUSG00000079588.3,Tmem182,chr1,+,40805601,protein_coding
ENSMUSG00000094136.2,Gm5973,chr1,-,40863737,processed_pseudogene
ENSMUSG00000104072.1,4930448I06Rik,chr1,-,41167587,lincRNA
ENSMUSG00000100185.1,Gm28634,chr1,-,41526931,lincRNA
ENSMUSG00000100832.1,Gm29260,chr1,+,41781808,lincRNA
ENSMUSG00000100178.1,Gm5267,chr1,+,42103289,processed_pseudogene
ENSMUSG00000101877.1,Gm8176,chr1,-,42179290,processed_pseudogene
ENSMUSG00000053640.2,Gm9915,chr1,+,42229726,lincRNA
ENSMUSG00000101919.1,Gm29664,chr1,-,42238233,lincRNA
ENSMUSG00000101299.2,Gm28175,chr1,+,42261855,lincRNA
ENSMUSG00000100180.1,Gm28140,chr1,-,42324590,lincRNA
ENSMUSG00000103106.1,Gm37047,chr1,+,42491813,TEC
ENSMUSG00000060424.14,Pantr1,chr1,-,42590782,lincRNA
ENSMUSG00000104199.1,4930420N18Rik,chr1,+,42651726,TEC
ENSMUSG00000093436.6,AC122898.1,chr1,+,42694925,sense_overlapping
ENSMUSG00000045515.3,Pou3f3,chr1,+,42695768,protein_coding
ENSMUSG00000097063.3,Pantr2,chr1,-,42707061,processed_transcript
ENSMUSG00000099784.1,Dalir,chr1,+,42750712,lincRNA
ENSMUSG00000060679.14,Mrps9,chr1,+,42851233,protein_coding
ENSMUSG00000077448.1,Gm23126,chr1,-,42866685,snoRNA
ENSMUSG00000041907.9,Gpr45,chr1,+,42952872,protein_coding
ENSMUSG00000089088.1,Gm24001,chr1,+,43036845,miRNA
ENSMUSG00000070939.9,Tgfbrap1,chr1,-,43047200,protein_coding
ENSMUSG00000100269.1,Gm28782,chr1,+,43056267,antisense
ENSMUSG00000041878.3,8430432A02Rik,chr1,+,43092588,antisense
ENSMUSG00000010290.7,AI597479,chr1,+,43098710,protein_coding
ENSMUSG00000008136.14,Fhl2,chr1,-,43123074,protein_coding
ENSMUSG00000094497.1,Gm8210,chr1,+,43189156,processed_pseudogene
ENSMUSG00000099576.1,Gm29040,chr1,-,43250156,lincRNA
ENSMUSG00000099694.1,Gm29610,chr1,+,43270683,processed_pseudogene
ENSMUSG00000101923.1,Gm29041,chr1,+,43409584,processed_pseudogene
ENSMUSG00000066877.11,Nck2,chr1,+,43444579,protein_coding
ENSMUSG00000103422.1,Gm37536,chr1,+,43488447,TEC
ENSMUSG00000103945.1,Gm38228,chr1,+,43560273,TEC
ENSMUSG00000026051.8,1500015O10Rik,chr1,+,43730602,protein_coding
ENSMUSG00000100764.1,Gm29155,chr1,-,43741961,antisense
ENSMUSG00000100635.1,Gm29157,chr1,+,43742915,lincRNA
ENSMUSG00000100480.1,Gm29156,chr1,-,43745784,lincRNA
ENSMUSG00000057363.12,Uxs1,chr1,-,43746966,protein_coding
ENSMUSG00000090243.1,Gm16103,chr1,+,43785910,processed_pseudogene
ENSMUSG00000100701.1,Gm19587,chr1,+,43888051,processed_pseudogene
ENSMUSG00000101395.1,Gm8241,chr1,+,43898294,processed_pseudogene
ENSMUSG00000088848.1,Gm26352,chr1,+,43902928,snoRNA
ENSMUSG00000095757.1,Gm24180,chr1,-,43918777,miRNA
ENSMUSG00000041763.14,Tpp2,chr1,+,43933647,protein_coding
ENSMUSG00000047343.4,Mettl21c,chr1,-,44009408,protein_coding
ENSMUSG00000090106.1,Gm15838,chr1,-,44018470,processed_pseudogene
ENSMUSG00000091844.1,Gm8251,chr1,-,44055952,protein_coding
ENSMUSG00000026049.11,Tex30,chr1,-,44086613,protein_coding
ENSMUSG00000101104.6,Gm29247,chr1,-,44091463,processed_transcript
ENSMUSG00000026047.13,Kdelc1,chr1,-,44106546,protein_coding
ENSMUSG00000041684.11,Bivm,chr1,+,44118957,protein_coding
ENSMUSG00000026048.16,Ercc5,chr1,+,44147744,protein_coding
ENSMUSG00000046828.3,Mettl21e,chr1,-,44204070,protein_coding
ENSMUSG00000089703.1,Gm15833,chr1,+,44212162,processed_pseudogene
ENSMUSG00000100966.1,Gm5700,chr1,-,44330048,processed_pseudogene
ENSMUSG00000100769.1,Gm28893,chr1,+,44392809,processed_transcript
ENSMUSG00000101567.1,Txn-ps1,chr1,-,44463923,processed_pseudogene
ENSMUSG00000056870.9,Gulp1,chr1,+,44551511,protein_coding
ENSMUSG00000102319.1,Gm37626,chr1,+,44560885,TEC
ENSMUSG00000089877.1,Gm16102,chr1,+,44644279,processed_pseudogene
ENSMUSG00000101701.1,4930521E06Rik,chr1,-,44739676,antisense
ENSMUSG00000103071.1,Gm38110,chr1,+,44756942,TEC
ENSMUSG00000100434.1,Gm3489,chr1,+,44839171,processed_pseudogene
ENSMUSG00000100013.1,Gm19480,chr1,-,44873486,processed_pseudogene
ENSMUSG00000101251.1,Gm3496,chr1,-,44924149,processed_pseudogene
ENSMUSG00000101937.1,Gm5268,chr1,+,45178067,processed_pseudogene
ENSMUSG00000026043.18,Col3a1,chr1,+,45311538,protein_coding
ENSMUSG00000105211.1,Gm47302,chr1,+,45311673,miRNA
ENSMUSG00000026042.16,Col5a2,chr1,-,45374321,protein_coding
ENSMUSG00000104476.1,Gm38211,chr1,-,45485836,TEC
ENSMUSG00000100218.1,Gm8296,chr1,-,45513532,processed_pseudogene
ENSMUSG00000100361.1,Gm7063,chr1,-,45519774,processed_pseudogene
ENSMUSG00000100894.1,Gm8304,chr1,+,45602026,processed_pseudogene
ENSMUSG00000095121.1,Gm23216,chr1,-,45685456,snRNA
ENSMUSG00000065255.1,Gm23974,chr1,+,45746895,snoRNA
ENSMUSG00000100843.1,Gm8307,chr1,+,45768337,processed_pseudogene
ENSMUSG00000087764.1,Gm23984,chr1,+,45772962,ribozyme
ENSMUSG00000025995.16,Wdr75,chr1,+,45795166,protein_coding
ENSMUSG00000099850.1,Gm28906,chr1,-,45833800,processed_pseudogene
ENSMUSG00000084817.3,Gm5526,chr1,-,45857332,processed_pseudogene
ENSMUSG00000098549.1,Gm5269,chr1,-,45889525,protein_coding
ENSMUSG00000099381.1,Gm18303,chr1,+,45905623,processed_pseudogene
ENSMUSG00000025993.10,Slc40a1,chr1,-,45908068,protein_coding
ENSMUSG00000099946.1,Gm9496,chr1,+,45971182,processed_pseudogene
ENSMUSG00000070896.2,Rpl23a-ps1,chr1,+,45981548,processed_pseudogene
ENSMUSG00000090682.4,Gm3852,chr1,-,46011757,processed_pseudogene
ENSMUSG00000044457.8,Stk-ps2,chr1,-,46020072,transcribed_processed_pseudogene
ENSMUSG00000099432.1,Gm18849,chr1,+,46056310,unprocessed_pseudogene
ENSMUSG00000041144.10,Dnah7b,chr1,+,46066315,protein_coding
ENSMUSG00000096047.1,n-R5s211,chr1,+,46374197,rRNA
ENSMUSG00000101262.1,Gm8326,chr1,+,46414502,processed_pseudogene
ENSMUSG00000101337.6,Dnah7c,chr1,+,46425592,protein_coding
ENSMUSG00000025986.6,Slc39a10,chr1,-,46807544,protein_coding
ENSMUSG00000100213.1,Gm28151,chr1,-,46849529,lincRNA
ENSMUSG00000103129.1,Gm37393,chr1,-,46877203,TEC
ENSMUSG00000100160.1,Gm28527,chr1,-,46896583,processed_pseudogene
ENSMUSG00000101921.1,Gm28825,chr1,+,47067788,processed_pseudogene
ENSMUSG00000101447.1,Gm28826,chr1,+,47153461,lincRNA
ENSMUSG00000081185.1,Gm4852,chr1,-,47365644,processed_pseudogene
ENSMUSG00000103246.1,Gm38090,chr1,-,47433824,TEC
ENSMUSG00000098876.1,Mir6350,chr1,-,47467021,miRNA
ENSMUSG00000100530.1,Gm18117,chr1,+,47478868,processed_pseudogene
ENSMUSG00000104067.1,Gm37196,chr1,+,47605996,TEC
ENSMUSG00000100033.1,Gm8337,chr1,+,47657693,processed_pseudogene
ENSMUSG00000094968.1,Gm22419,chr1,-,47749279,miRNA
ENSMUSG00000088017.1,Gm23829,chr1,-,47751299,misc_RNA
ENSMUSG00000101996.1,Gm19206,chr1,-,47914989,processed_pseudogene
ENSMUSG00000096973.1,Gm5974,chr1,-,48313866,processed_pseudogene
ENSMUSG00000064943.1,Gm23240,chr1,-,48462173,snRNA
ENSMUSG00000100866.1,Gm28830,chr1,+,48527639,processed_pseudogene
ENSMUSG00000101721.1,Gm8354,chr1,-,48731579,processed_pseudogene
ENSMUSG00000099376.1,Gm19124,chr1,+,48783663,processed_pseudogene
ENSMUSG00000097883.1,Gm8357,chr1,+,48881713,processed_pseudogene
ENSMUSG00000092790.1,Gm22693,chr1,+,49095444,miRNA
ENSMUSG00000099698.1,Gm28740,chr1,-,49173160,processed_pseudogene
ENSMUSG00000099454.1,Gm8367,chr1,+,49236252,processed_pseudogene
ENSMUSG00000051616.14,C230029F24Rik,chr1,+,49244616,lincRNA
ENSMUSG00000099627.1,Gm6757,chr1,-,49399024,processed_pseudogene
ENSMUSG00000099577.1,Gm3605,chr1,+,49498553,processed_pseudogene
ENSMUSG00000099882.1,Gm28388,chr1,-,49579150,processed_pseudogene
ENSMUSG00000101760.1,Gm8384,chr1,+,50056782,processed_pseudogene
ENSMUSG00000099608.1,4933411E06Rik,chr1,+,50107470,lincRNA
ENSMUSG00000099864.1,Gm8391,chr1,-,50177566,processed_pseudogene
ENSMUSG00000098249.1,Gm27330,chr1,-,50222389,misc_RNA
ENSMUSG00000100451.1,Gm29665,chr1,-,50397552,lincRNA
ENSMUSG00000099941.1,Gm20118,chr1,+,50533030,processed_pseudogene
ENSMUSG00000084531.1,Gm25843,chr1,+,50559762,misc_RNA
ENSMUSG00000100816.1,Gm28321,chr1,+,50815375,lincRNA
ENSMUSG00000026109.14,Tmeff2,chr1,+,50900647,protein_coding
ENSMUSG00000100671.1,Gm28322,chr1,+,50904444,lincRNA
ENSMUSG00000092906.1,Gm25736,chr1,+,51015313,miRNA
ENSMUSG00000101242.1,Gm28319,chr1,-,51138281,antisense
ENSMUSG00000099924.1,Gm28320,chr1,+,51148309,sense_intronic
ENSMUSG00000099625.1,Gm29325,chr1,+,51195221,lincRNA
ENSMUSG00000101799.1,9330175M20Rik,chr1,-,51218386,antisense
